Brand Slug,Vehicle Name,Vehicle Description,Model Slug,Electric,Model Name,Average Rating,Id,Brand Name,Vehicle Image,Category Slug,BrandId,Category Name,CategoryId,Vehicle Price,Variant Name,Fuel Type,Power,Torque,Fuel Tank Capacity,Gross Vehicle Weight,No Of Seats,core_vehicle_info,llm_ready_vehicle_description,End Point
tata,Tata Ultra Sleek T.9,"The Tata Ultra Sleek T.9 is a high-performance commercial vehicle that offers a unique blend of style, comfort, and functionality. It is designed to cater to the needs of businesses that require a reliable and efficient transportation solution. The vehicle is powered by a 4-cylinder, 4-stroke diesel engine that produces 98 horsepower and 300 Nm of torque. It has a 6-speed manual transmission and a top speed of 120 km/h.",ultra-sleek-t-9,No,Ultra Sleek T.9,NA,1282,Tata,https://images.91trucks.com/trucks/models/63/1282/tata-ultra-sleek-t-9-199732698.jpg,trucks,63,Truck,7,₹17.30 Lakh,3920/CAB/6 Tyre,Diesel,NA,NA,NA,NA,NA,Truck Tata Ultra Sleek T.9 3920/CAB/6 Tyre,tata ultra sleek t highperformance commercial vehicle offer unique blend style comfort functionality design cater need business require reliable efficient transportation solution vehicle power cylinder stroke diesel engine produce horsepower nm torque speed manual transmission speed kmh,https://www.91trucks.com/trucks/tata/ultra-sleek-t-9
tata,Tata Ultra Sleek T.9,"The Tata Ultra Sleek T.9 is a high-performance commercial vehicle that offers a unique blend of style, comfort, and functionality. It is designed to cater to the needs of businesses that require a reliable and efficient transportation solution. The vehicle is powered by a 4-cylinder, 4-stroke diesel engine that produces 98 horsepower and 300 Nm of torque. It has a 6-speed manual transmission and a top speed of 120 km/h.",ultra-sleek-t-9,No,Ultra Sleek T.9,NA,1282,Tata,https://images.91trucks.com/trucks/models/63/1282/tata-ultra-sleek-t-9-199732698.jpg,trucks,63,Truck,7,₹17.30 Lakh,3920/HDLB/6 Tyre,Diesel,NA,NA,NA,NA,NA,Truck Tata Ultra Sleek T.9 3920/HDLB/6 Tyre,tata ultra sleek t highperformance commercial vehicle offer unique blend style comfort functionality design cater need business require reliable efficient transportation solution vehicle power cylinder stroke diesel engine produce horsepower nm torque speed manual transmission speed kmh,https://www.91trucks.com/trucks/tata/ultra-sleek-t-9
tata,Tata Ultra Sleek T.9,"The Tata Ultra Sleek T.9 is a high-performance commercial vehicle that offers a unique blend of style, comfort, and functionality. It is designed to cater to the needs of businesses that require a reliable and efficient transportation solution. The vehicle is powered by a 4-cylinder, 4-stroke diesel engine that produces 98 horsepower and 300 Nm of torque. It has a 6-speed manual transmission and a top speed of 120 km/h.",ultra-sleek-t-9,No,Ultra Sleek T.9,NA,1282,Tata,https://images.91trucks.com/trucks/models/63/1282/tata-ultra-sleek-t-9-199732698.jpg,trucks,63,Truck,7,₹17.29 Lakh,4530/HDLB/6 Tyre,Diesel,NA,NA,NA,NA,NA,Truck Tata Ultra Sleek T.9 4530/HDLB/6 Tyre,tata ultra sleek t highperformance commercial vehicle offer unique blend style comfort functionality design cater need business require reliable efficient transportation solution vehicle power cylinder stroke diesel engine produce horsepower nm torque speed manual transmission speed kmh,https://www.91trucks.com/trucks/tata/ultra-sleek-t-9
tata,Tata Signa 2823.k 9m3 Boom Pump Truck,"The Tata Signa 2823.k 9m3 Boom Pump Truck is designed specifically for concrete mixing and pumping applications in construction projects. With its advanced boom pump system, this truck ensures efficient and seamless delivery of concrete at construction sites. Built on the trusted Signa platform, it offers durability, reliability, and high productivity. The truck’s spacious and ergonomic cabin provides comfort and safety for operators during long hours of operation. The Signa 2823.k is ideal for large-scale infrastructure and real estate projects, offering consistent performance and reducing downtime.",signa-2823-k-9m3-boom-pump-truck,No,Signa 2823.k 9m3 Boom Pump Truck,NA,1284,Tata,https://images.91trucks.com/trucks/models/63/1284/tata-signa-2823-k-9m3-boom-pump-truck-783296838.jpg,trucks,63,Truck,7,Coming Soon,5.6 L B S6,Diesel,NA,NA,NA,NA,NA,Truck Tata Signa 2823.k 9m3 Boom Pump Truck 5.6 L B S6,tata signa k m boom pump truck design specifically concrete mixing pumping application construction project advanced boom pump system truck ensure efficient seamless delivery concrete construction site build trust signa platform offer durability reliability high productivity truck spacious ergonomic cabin provide comfort safety operator long hour operation signa k ideal largescale infrastructure real estate project offer consistent performance reduce downtime,https://www.91trucks.com/trucks/tata/signa-2823-k-9m3-boom-pump-truck
tata,Tata Prima G.35K,"The Tata Prima G.35K is a heavy-duty tipper truck built for large-scale construction, mining, and infrastructure projects. Known for its robust performance, it features a powerful engine and reinforced chassis to handle heavy payloads on rough terrains. The Prima series stands out for its advanced features, including a spacious and ergonomic cabin for driver comfort. With excellent fuel efficiency, durability, and advanced suspension, the Prima G.35K ensures maximum uptime and productivity. This truck is the perfect choice for businesses demanding high performance in demanding environments.",prima-g-35k-tipper,No,Prima G.35K,NA,1276,Tata,https://images.91trucks.com/trucks/models/63/1276/tata-prima-g-35k-tipper-475211320.jpg,trucks,63,Truck,7,₹36.50 Lakh,23m Box,Diesel,NA,NA,NA,NA,NA,Truck Tata Prima G.35K 23m Box,tata prima gk heavyduty tipper truck build largescale construction mining infrastructure project know robust performance feature powerful engine reinforce chassis handle heavy payload rough terrain prima series stand advanced feature include spacious ergonomic cabin driver comfort excellent fuel efficiency durability advanced suspension prima gk ensure maximum uptime productivity truck perfect choice business demand high performance demand environment,https://www.91trucks.com/trucks/tata/prima-g-35k-tipper
tata,Tata Prima G.35K,"The Tata Prima G.35K is a heavy-duty tipper truck built for large-scale construction, mining, and infrastructure projects. Known for its robust performance, it features a powerful engine and reinforced chassis to handle heavy payloads on rough terrains. The Prima series stands out for its advanced features, including a spacious and ergonomic cabin for driver comfort. With excellent fuel efficiency, durability, and advanced suspension, the Prima G.35K ensures maximum uptime and productivity. This truck is the perfect choice for businesses demanding high performance in demanding environments.",prima-g-35k-tipper,No,Prima G.35K,NA,1276,Tata,https://images.91trucks.com/trucks/models/63/1276/tata-prima-g-35k-tipper-475211320.jpg,trucks,63,Truck,7,₹32.20 Lakh,18m Box,NA,NA,NA,NA,NA,NA,Truck Tata Prima G.35K 18m Box,tata prima gk heavyduty tipper truck build largescale construction mining infrastructure project know robust performance feature powerful engine reinforce chassis handle heavy payload rough terrain prima series stand advanced feature include spacious ergonomic cabin driver comfort excellent fuel efficiency durability advanced suspension prima gk ensure maximum uptime productivity truck perfect choice business demand high performance demand environment,https://www.91trucks.com/trucks/tata/prima-g-35k-tipper
tata,Tata Prima G.35K,"The Tata Prima G.35K is a heavy-duty tipper truck built for large-scale construction, mining, and infrastructure projects. Known for its robust performance, it features a powerful engine and reinforced chassis to handle heavy payloads on rough terrains. The Prima series stands out for its advanced features, including a spacious and ergonomic cabin for driver comfort. With excellent fuel efficiency, durability, and advanced suspension, the Prima G.35K ensures maximum uptime and productivity. This truck is the perfect choice for businesses demanding high performance in demanding environments.",prima-g-35k-tipper,No,Prima G.35K,NA,1276,Tata,https://images.91trucks.com/trucks/models/63/1276/tata-prima-g-35k-tipper-475211320.jpg,trucks,63,Truck,7,₹32.20 Lakh,19m Scoop body,NA,NA,NA,NA,NA,NA,Truck Tata Prima G.35K 19m Scoop body,tata prima gk heavyduty tipper truck build largescale construction mining infrastructure project know robust performance feature powerful engine reinforce chassis handle heavy payload rough terrain prima series stand advanced feature include spacious ergonomic cabin driver comfort excellent fuel efficiency durability advanced suspension prima gk ensure maximum uptime productivity truck perfect choice business demand high performance demand environment,https://www.91trucks.com/trucks/tata/prima-g-35k-tipper
tata,Tata 1812g LPT,"The Tata 1812g LPT is a CNG-powered medium-duty truck focused on cost-efficiency and environmental sustainability. Designed for city and intercity transport, it offers a balance between payload capacity and reduced emissions. The 1812g LPT ensures excellent performance with minimal operational costs, making it an attractive option for businesses focusing on green transportation. Its durable chassis and spacious cabin provide comfort and long-term reliability. This truck is ideal for industries looking for cleaner, greener logistics solutions without compromising profitability.",1812g-lpt,No,1812g LPT,NA,1275,Tata,https://images.91trucks.com/trucks/models/63/1275/tata-1812g-lpt-1739140236.jpg,trucks,63,Truck,7,₹28.40 Lakh,3783,Diesel,NA,NA,NA,NA,NA,Truck Tata 1812g LPT 3783,tata g lpt cngpowered mediumduty truck focus costefficiency environmental sustainability design city intercity transport offer balance payload capacity reduced emission g lpt ensure excellent performance minimal operational cost make attractive option business focus green transportation durable chassis spacious cabin provide comfort longterm reliability truck ideal industry look clean greener logistic solution compromise profitability,https://www.91trucks.com/trucks/tata/1812g-lpt
tata,Tata Prima FL 3530.S Tipper,"The Tata Prima FL 3530.S Tipper is a heavy-duty vehicle designed for construction and mining applications. Known for its powerful performance and durability, it can handle extreme load conditions with ease. The robust chassis, strong tipping body, and high ground clearance make it ideal for rough terrains and challenging job sites. The truck is equipped with advanced features such as reliable braking systems and driver-friendly interiors to ensure safety and comfort. Its excellent fuel efficiency and reduced maintenance costs make it a preferred choice for heavy industries requiring consistent and dependable performance.",prima-fl-3530-s-tipper,No,Prima FL 3530.S Tipper,NA,1283,Tata,https://images.91trucks.com/trucks/models/63/1283/tata-prima-fl-3530-s-tipper-543029452.jpg,trucks,63,Truck,7,Coming Soon,6.7 L 300 hp B S6,Diesel,NA,NA,NA,NA,NA,Truck Tata Prima FL 3530.S Tipper 6.7 L 300 hp B S6,tata prima fl s tipper heavyduty vehicle design construction mining application know powerful performance durability handle extreme load condition ease robust chassis strong tipping body high ground clearance ideal rough terrain challenge job site truck equip advanced feature reliable braking system driverfriendly interior ensure safety comfort excellent fuel efficiency reduce maintenance cost preferred choice heavy industry require consistent dependable performance,https://www.91trucks.com/trucks/tata/prima-fl-3530-s-tipper
tata,Tata Yodha CC 4x4 BS6,"Introducing the YODHA CC 4x4 L x BS6 Phase 2, a formidable blend of power, reliability, and versatility. Engineered to conquer both urban jungles and off-road terrain with equal ease, this robust vehicle sets new standards in its class.

At the heart of the YODHA CC 4x4 L x BS6 Phase 2 lies a potent engine, delivering an impressive 100 HP of power and a maximum torque of 250 Nm. Whether navigating challenging landscapes or cruising down the highway, this powerhouse ensures exhilarating performance at every turn.

Equipped with four-wheel drive capability, the YODHA CC 4x4 L x BS6 Phase 2 offers unparalleled stability and control, making it a formidable companion for any adventure. Its GVW/GCW ranging from 2.90 to 3.29 T underscores its robust construction, promising durability and resilience in the face of heavy-duty tasks.

Safety is paramount, and the YODHA CC 4x4 L x BS6 Phase 2 delivers with advanced safety features and a sturdy build, providing peace of mind for both driver and passengers. Plus, with a generous warranty of 3 years or 3 lac kilometers, drivers can enjoy worry-free motoring for years to come.

Fuel efficiency is maximized with a capacious 52-liter fuel tank, ensuring extended driving range for those long journeys or off-road escapades. This vehicle isn't just a means of transportation; it's a trusted companion, ready to take on whatever challenges the road may present.

From its powerful performance to its dependable reputation, the YODHA CC 4x4 L x BS6 Phase 2 stands tall as a symbol of reliability, versatility, and sheer driving pleasure.",yodha-4x4,No,Yodha CC 4x4 BS6,NA,2111,Tata,https://images.91trucks.com/trucks/models/63/2111/tata-yodha-cc-4-x-4-l-x-bs6-phase-2-969400716.png,trucks,63,Truck,7,₹11.50 Lakh,YODHA CC 4 x 4 L x BS6 Phase 2,NA,NA,NA,NA,NA,NA,Truck Tata Yodha CC 4x4 BS6 YODHA CC 4 x 4 L x BS6 Phase 2,introduce yodha cc x l x bs phase formidable blend power reliability versatility engineer conquer urban jungle offroad terrain equal ease robust vehicle set new standard class heart yodha cc x l x bs phase lie potent engine deliver impressive hp power maximum torque nm navigate challenge landscape cruise highway powerhouse ensure exhilarate performance turn equip fourwheel drive capability yodha cc x l x bs phase offer unparalleled stability control make formidable companion adventure gvwgcw range t underscore robust construction promise durability resilience face heavyduty task safety paramount yodha cc x l x bs phase deliver advanced safety feature sturdy build provide peace mind driver passenger plus generous warranty year lac kilometer driver enjoy worryfree motoring year come fuel efficiency maximize capacious liter fuel tank ensure extended driving range long journey offroad escapade vehicle not means transportation trust companion ready challenge road present powerful performance dependable reputation yodha cc x l x bs phase stand tall symbol reliability versatility sheer driving pleasure,https://www.91trucks.com/trucks/tata/yodha-4x4
tata,Tata Ultra T.7 EV,"The Tata Ultra T.7 EV is India’s first fully electric light commercial truck, built for urban transport. It features a 62.5 kWh battery with 100+ km range, fast charging in ~2 hours, and a powerful 220 kW motor with 2,800 Nm torque. With up to 4,935 kg payload and modern, driver-friendly design, it’s ideal for city logistics.",ultra-t7-ev,Yes,Ultra T.7 EV,5.0,3315,Tata,https://images.91trucks.com/trucks/models/63/3315/tata-ultra-t7-ev-183864913.png,trucks,63,Truck,7,₹16.81 Lakh,3900/HSD,Electric,295 HP,NA,NA,8750 Kg,D+2,Truck Tata Ultra T.7 EV 3900/HSD,tata ultra t ev india fully electric light commercial truck build urban transport feature kwh battery km range fast charge hour powerful kw motor nm torque kg payload modern driverfriendly design ideal city logistic,https://www.91trucks.com/trucks/tata/ultra-t7-ev
tata,Tata Ultra T.7 EV,"The Tata Ultra T.7 EV is India’s first fully electric light commercial truck, built for urban transport. It features a 62.5 kWh battery with 100+ km range, fast charging in ~2 hours, and a powerful 220 kW motor with 2,800 Nm torque. With up to 4,935 kg payload and modern, driver-friendly design, it’s ideal for city logistics.",ultra-t7-ev,Yes,Ultra T.7 EV,5.0,3315,Tata,https://images.91trucks.com/trucks/models/63/3315/tata-ultra-t7-ev-183864913.png,trucks,63,Truck,7,₹15.29 Lakh,3900/CLB,Electric,295 HP,NA,NA,8750 Kg,D+2,Truck Tata Ultra T.7 EV 3900/CLB,tata ultra t ev india fully electric light commercial truck build urban transport feature kwh battery km range fast charge hour powerful kw motor nm torque kg payload modern driverfriendly design ideal city logistic,https://www.91trucks.com/trucks/tata/ultra-t7-ev
tata,Tata Ultra T.7 EV,"The Tata Ultra T.7 EV is India’s first fully electric light commercial truck, built for urban transport. It features a 62.5 kWh battery with 100+ km range, fast charging in ~2 hours, and a powerful 220 kW motor with 2,800 Nm torque. With up to 4,935 kg payload and modern, driver-friendly design, it’s ideal for city logistics.",ultra-t7-ev,Yes,Ultra T.7 EV,5.0,3315,Tata,https://images.91trucks.com/trucks/models/63/3315/tata-ultra-t7-ev-183864913.png,trucks,63,Truck,7,Coming Soon,3550/CBC,Electric,295 HP,NA,NA,7490 Kg,D+2,Truck Tata Ultra T.7 EV 3550/CBC,tata ultra t ev india fully electric light commercial truck build urban transport feature kwh battery km range fast charge hour powerful kw motor nm torque kg payload modern driverfriendly design ideal city logistic,https://www.91trucks.com/trucks/tata/ultra-t7-ev
tata,Tata 709g LPT TT,"The Tata 709g LPT TT is a CNG-powered truck known for its twin-tire rear axle, which enhances its load-carrying capability and stability. This vehicle is perfect for businesses needing efficient and environmentally friendly transportation solutions for intra-city and regional operations. It boasts lower operating costs due to its fuel-efficient engine and reduced emissions. The ergonomic design of the cabin prioritizes driver safety and comfort, ensuring reliable long-hour operations. Its robust chassis and Tata's engineering excellence make it a top contender for businesses aiming to balance environmental responsibility with operational profitability.",709g-lpt-tt,No,709g LPT TT,4.2,1170,Tata,https://images.91trucks.com/trucks/models/63/1170/tata-709g-lpt-tt-1239643197.jpg,trucks,63,Truck,7,₹19.50 Lakh,HDLB,NA,83 HP,285 Nm,300 L,7490 Kg,NA,Truck Tata 709g LPT TT HDLB,tata g lpt tt cngpowered truck know twintire rear axle enhance loadcarrye capability stability vehicle perfect business need efficient environmentally friendly transportation solution intracity regional operation boast low operating cost fuelefficient engine reduced emission ergonomic design cabin prioritize driver safety comfort ensure reliable longhour operation robust chassis tata engineering excellence contender business aim balance environmental responsibility operational profitability,https://www.91trucks.com/trucks/tata/709g-lpt-tt
tata,Tata 709g LPT TT,"The Tata 709g LPT TT is a CNG-powered truck known for its twin-tire rear axle, which enhances its load-carrying capability and stability. This vehicle is perfect for businesses needing efficient and environmentally friendly transportation solutions for intra-city and regional operations. It boasts lower operating costs due to its fuel-efficient engine and reduced emissions. The ergonomic design of the cabin prioritizes driver safety and comfort, ensuring reliable long-hour operations. Its robust chassis and Tata's engineering excellence make it a top contender for businesses aiming to balance environmental responsibility with operational profitability.",709g-lpt-tt,No,709g LPT TT,4.2,1170,Tata,https://images.91trucks.com/trucks/models/63/1170/tata-709g-lpt-tt-1239643197.jpg,trucks,63,Truck,7,₹19.25 Lakh,FSD,NA,83 HP,285 Nm,300 L,7490 Kg,NA,Truck Tata 709g LPT TT FSD,tata g lpt tt cngpowered truck know twintire rear axle enhance loadcarrye capability stability vehicle perfect business need efficient environmentally friendly transportation solution intracity regional operation boast low operating cost fuelefficient engine reduced emission ergonomic design cabin prioritize driver safety comfort ensure reliable longhour operation robust chassis tata engineering excellence contender business aim balance environmental responsibility operational profitability,https://www.91trucks.com/trucks/tata/709g-lpt-tt
